timestamp,temperature,humidity,predicted_demand_mw
2026-09-05 02:00:00,26.0,91,4549.90966796875
2026-09-05 03:00:00,25.7,96,4516.5947265625
2026-09-05 04:00:00,25.4,97,4539.953125
2026-09-05 05:00:00,25.0,97,4555.7099609375
2026-09-05 06:00:00,24.9,97,5288.6572265625
2026-09-05 07:00:00,25.1,96,5612.14208984375
2026-09-05 08:00:00,25.3,95,5727.87744140625
2026-09-05 09:00:00,25.5,95,5848.41943359375
2026-09-05 10:00:00,26.3,95,5842.04736328125
2026-09-05 11:00:00,26.8,95,5770.58544921875
2026-09-05 12:00:00,28.1,86,5647.45751953125
2026-09-05 13:00:00,26.1,91,5527.1767578125
2026-09-05 14:00:00,26.8,89,5659.140625
2026-09-05 15:00:00,27.3,86,5679.61767578125
2026-09-05 16:00:00,27.1,86,5839.8505859375
2026-09-05 17:00:00,26.3,91,5939.24462890625
2026-09-05 18:00:00,25.9,95,6076.986328125
2026-09-05 19:00:00,25.8,95,6096.92529296875
2026-09-05 20:00:00,25.8,95,5967.7822265625
2026-09-05 21:00:00,25.8,95,5956.4814453125
2026-09-05 22:00:00,25.7,95,5766.33984375
2026-09-05 23:00:00,25.6,95,5769.66796875
2026-09-06 00:00:00,25.5,95,4516.11669921875
2026-09-06 01:00:00,25.6,92,4641.19580078125
2026-09-06 02:00:00,25.0,94,4440.8701171875
2026-09-06 03:00:00,24.5,98,4444.4453125
2026-09-06 04:00:00,24.2,98,4472.669921875
2026-09-06 05:00:00,24.1,97,4473.35888671875
2026-09-06 06:00:00,23.9,97,5614.06884765625
2026-09-06 07:00:00,24.2,96,5709.6220703125
2026-09-06 08:00:00,24.7,93,5631.87890625
2026-09-06 09:00:00,24.4,94,6040.013671875
2026-09-06 10:00:00,25.2,91,5928.9716796875
2026-09-06 11:00:00,26.4,85,5675.77783203125
2026-09-06 12:00:00,27.2,83,5605.318359375
2026-09-06 13:00:00,28.1,79,5499.7412109375
2026-09-06 14:00:00,28.8,78,5561.2265625
2026-09-06 15:00:00,29.3,74,5679.666015625
2026-09-06 16:00:00,29.1,75,5888.95166015625
2026-09-06 17:00:00,28.8,76,6074.93505859375
2026-09-06 18:00:00,27.9,82,6007.70654296875
2026-09-06 19:00:00,27.1,87,6004.61962890625
2026-09-06 20:00:00,26.6,90,6018.435546875
2026-09-06 21:00:00,26.4,90,5919.40185546875
2026-09-06 22:00:00,26.2,91,5745.8388671875
2026-09-06 23:00:00,25.8,93,5637.46337890625
2026-09-07 00:00:00,25.5,93,4840.77001953125
2026-09-07 01:00:00,25.3,94,4928.20166015625
2026-09-07 02:00:00,25.1,94,4655.7060546875
2026-09-07 03:00:00,24.8,96,4571.23388671875
2026-09-07 04:00:00,24.6,96,4610.72216796875
2026-09-07 05:00:00,24.5,96,4791.017578125
2026-09-07 06:00:00,24.5,96,5620.65380859375
2026-09-07 07:00:00,25.5,90,5946.99365234375
2026-09-07 08:00:00,26.6,85,6079.76708984375
2026-09-07 09:00:00,28.0,78,6352.83935546875
2026-09-07 10:00:00,29.2,73,6203.931640625
2026-09-07 11:00:00,30.1,70,6153.76953125
2026-09-07 12:00:00,30.8,66,6013.896484375
2026-09-07 13:00:00,31.5,62,6130.6328125
2026-09-07 14:00:00,31.9,60,6224.63720703125
2026-09-07 15:00:00,32.1,58,6343.7421875
2026-09-07 16:00:00,31.7,60,6427.86328125
2026-09-07 17:00:00,31.1,68,6532.00830078125
2026-09-07 18:00:00,30.0,75,6391.712890625
2026-09-07 19:00:00,29.7,75,6400.28564453125
2026-09-07 20:00:00,29.1,77,6295.44775390625
2026-09-07 21:00:00,28.5,81,6139.03515625
2026-09-07 22:00:00,27.9,83,6151.5078125
2026-09-07 23:00:00,26.9,89,5760.46923828125
